"","start_polygon_name","end_polygon_name","sum_flow","start_lat","start_lon","end_lat","end_lon","year","distance","scaled_flow"
"42","Bogotá, D.C.","La Vega",1176,4.624335,-74.063644,4.9926545409741,-74.3336139096012,"2022","<100",0.00125473484848485
"43","Bogotá, D.C.","Madrid",24666,4.624335,-74.063644,4.76347985301414,-74.2629062803365,"2022","<100",0.0265323691460055
"44","Bogotá, D.C.","Melgar",4609,4.624335,-74.063644,4.19328435022149,-74.6436280954474,"2022","<100",0.00494899276859504
"45","Bogotá, D.C.","Mosquera",113009,4.624335,-74.063644,4.6883605599154,-74.2382283570507,"2022","<100",0.121598441804408
"46","Bogotá, D.C.","Nilo",243,4.624335,-74.063644,4.2518151446458,-74.6481329919995,"2022","<100",0.000250731749311295
"47","Bogotá, D.C.","Nocaima",35,4.624335,-74.063644,5.06905745597654,-74.37744140625,"2022","<100",2.69025482093664e-05
"48","Bogotá, D.C.","Ricaurte",718,4.624335,-74.063644,4.29971473267471,-74.7710601668552,"2022","<100",0.000761880165289256
"49","Bogotá, D.C.","San Antonio del Tequendama",121,4.624335,-74.063644,4.59661555163904,-74.344482421875,"2022","<100",0.000119447314049587
"50","Bogotá, D.C.","San Francisco",263,4.624335,-74.063644,5.13330286031221,-74.3896484375,"2022","<100",0.000272253787878788
"51","Bogotá, D.C.","Sibaté",8981,4.624335,-74.063644,4.48159879384496,-74.2556230467164,"2022","<100",0.00965371039944904
"52","Bogotá, D.C.","Silvania",122,4.624335,-74.063644,4.42382735991076,-74.3785372993298,"2022","<100",0.000120523415977961
"53","Bogotá, D.C.","Soacha",929290,4.624335,-74.063644,4.5574365044126,-74.2254049306759,"2022","<100",1
"54","Bogotá, D.C.","Sopó",5261,4.624335,-74.063644,4.91332531150077,-73.9585520038168,"2022","<100",0.00565061122589532
"55","Bogotá, D.C.","Subachoque",797,4.624335,-74.063644,4.9107377200553,-74.1591889003538,"2022","<100",0.000846892217630854
"56","Bogotá, D.C.","Tabio",171,4.624335,-74.063644,4.93844359692649,-74.0900511023116,"2022","<100",0.00017325241046832
"57","Bogotá, D.C.","Tenjo",1503,4.624335,-74.063644,4.85593139952357,-74.1368996136752,"2022","<100",0.00160662017906336
"58","Bogotá, D.C.","Tocaima",20,4.624335,-74.063644,4.45595024530159,-74.64111328125,"2022","<100",1.07610192837466e-05
"59","Bogotá, D.C.","Tocancipá",13588,4.624335,-74.063644,4.96262758566004,-73.9356895118404,"2022","<100",0.0146113119834711
"60","Bogotá, D.C.","Ubaque",24,4.624335,-74.063644,4.49761681142459,-73.93798828125,"2022","<100",1.50654269972452e-05
"61","Bogotá, D.C.","Villa de San Diego de Ubaté",182,4.624335,-74.063644,5.30208799654811,-73.8089156392622,"2022","<100",0.000185089531680441
"62","Bogotá, D.C.","Villavicencio",3517,4.624335,-74.063644,4.12034469550059,-73.6166452179133,"2022","<100",0.00377388946280992
"63","Bogotá, D.C.","Villeta",1849,4.624335,-74.063644,5.01857522529002,-74.4713410278521,"2022","<100",0.00197895144628099
"64","Bogotá, D.C.","Zipaquirá",28099,4.624335,-74.063644,5.03470147901834,-74.0045454421793,"2022","<100",0.0302266270661157
"65","Bogotá, D.C.","Duitama",343,4.624335,-74.063644,5.812756489241,-73.01513671875,"2022","100+",0.00035834194214876
"66","Bogotá, D.C.","Ibagué",532,4.624335,-74.063644,4.45476608909744,-75.2052760768581,"2022","100+",0.00056172520661157
"67","Bogotá, D.C.","Medellín",164,4.624335,-74.063644,6.23636714900541,-75.5772354579208,"2022","100+",0.000165719696969697
"68","Bogotá, D.C.","Neiva",41,4.624335,-74.063644,2.94304047798736,-75.2783203125,"2022","100+",3.33591597796143e-05
"69","Bogotá, D.C.","Paipa",14,4.624335,-74.063644,5.76903544476166,-73.10302734375,"2022","100+",4.30440771349862e-06
"70","Bogotá, D.C.","Palermo",773,4.624335,-74.063644,2.92109680427971,-75.30029296875,"2022","100+",0.000821065771349862
"71","Bogotá, D.C.","Pereira",10,4.624335,-74.063644,4.80636435672317,-75.6971125816231,"2022","100+",0
"72","Bogotá, D.C.","Sogamoso",662,4.624335,-74.063644,5.72531102940044,-72.92724609375,"2022","100+",0.000701618457300275
"73","Bogotá, D.C.","Tunja",2171,4.624335,-74.063644,5.54915664196316,-73.36669921875,"2022","100+",0.00232545626721763
"74","Bogotá, D.C.","Villa de Leyva",328,4.624335,-74.063644,5.6378521868663,-73.54248046875,"2022","100+",0.000342200413223141
